文档ID,簇编号,原文片段（分词行）
649,5,娱乐 经典 Cult 电影 恐怖 继续 经典 Cult 恐怖 翻拍 MTV 电影 公司 宣布 恐怖 拍成 时长 小时 电视 电影 万圣节 播放 恐怖 原本 一台...
650,5,娱乐 公园 编剧 癌症 享年 娱乐 洛杉矶 好莱坞 著名 编剧 代表作 公园 续集 失落 世界 科幻 畅销书 作家 奇顿 John Michael Cricht...
651,1,财经 增强 分红 派现 0.48 全景网 日讯 基金 公告 旗下 增强 债券 型基金 成立 第十四次 收益分配 实现 分配 收益 基准 基金 份额 派发 红利 ...
652,0,科技 DC 尼康 D3000 套机 尼康 特地 D3000 搭配 VR 镜头 组合 成套 销售 防抖 镜头 加入 有效 提高 尼康 D3000 弱光 范围 D3...
653,3,体育 广东 半场 狂飙 狂胜 山东 江华 关键 闪光 稳住 全队 阵脚 面对 连胜 山东队 败退 乌鲁木齐 广东 东莞 银行 下半场 攻击 狂潮 赢得 一场 大...
654,3,体育 罗斯坦 冲冲 对手 投开 北京 罗斯 神灵 附体 芝加哥 公牛 客场 大胜 亚特兰大 老鹰 总比分 领先 一场 属于 新科 常规赛 MVP 比赛 罗斯 生...
655,4,游戏 武林 OL 浓情 巨献 极品 装备 武侠 题材 手机 网游 经典 巨作 武林 OL 演义 门派 恩怨 纠葛 展现 英雄本色 侠女 断骨 柔情 精彩 活动 ...
656,1,财经 基金 公司 首次 现身 纳税 百强 安仲文 黄金 一份 综合 纳税 百强 排行榜 基金 公司 危机 强势 增长 凸现 出来 广东省 相关 部门 发布 年度...
657,1,财经 呼唤 市场 基金 评论员 王雅玲 发行 跌破 发行价 利率 走高 辽宁 利率 高达 1.78 发行 中标 利率 新高 认购 倍数 1.5 三个 投标 两个...
658,1,财经 债券 市场 经济 存在 好转 机会 江沂 深圳 熊市 债券 避风港 投资者 收益 市场 形势 巨大变化 流动性 充足 连续 低利率 挑战 基金 经理 管理...
659,0,科技 专业级 单反相机 佳能 D 降至 佳能 EOS D 经典 黑色 机身 主色调 整体 大气 专业 D 机身 尺寸 D 机身 厚度 D 减少 3.1 左右 高...
660,0,科技 mm 超广角 理光 GX200 售价 作者 袁源 满足 摄影 爱好者 摄影 需求 GX200 提供 1.88 X 镜头 mm 广角 转换 镜头 DW 官方...
661,5,娱乐 娱乐 独家 奉献 纽曼 精彩 纽曼 荧幕 动人 角色 打动 妻子 生死 不离 实在 好莱坞 奇迹 商业 成就 证明 演员 具有 超人 商业 天赋 值得 回...
662,1,财经 基金 转口 青睐 地产 有色 江沂 很多 预计 投资 加大 年份 三个 基金 管理 很多 意外 基金 投研 团队 重要 控制 仓位 侧重于 准确 把握 轮...
663,3,体育 休城 专家 控卫 抽签 命运 难测 火箭 状元 概率 0.5 北京 火箭队 总经理 莫雷 打算 洛瑞 出席 抽签 决定 火箭队 透秀 顺位 记事 专栏 杰...
664,4,游戏 手机 网游 神契 OL 玩家 评测 神契 online 内测 备受 玩家 热爱 支持 段时间 探索 旅程 玩家 撰写 神契 online 玩家 评测 游戏...
665,3,体育 湖人 vs 黄蜂 前瞻 VI 是否 摆脱 伤病 尊严 北京 黄蜂队 卫冕冠军 洛杉矶 湖人队 制造 足够 回到 主场 面临 生死战 争取 继续 神勇 率队...
666,5,娱乐 暮光 男主角 拍戏 受伤 经纪人 否认 娱乐 北京 媒体报道 暮光 Twilight 男主角 罗伯特 帕丁森 Robert Pattinson 加拿大 拍...
667,1,财经 收评 指跌 0.92 八成 封基 下挫 财经 基指 低开 全天 地位 震荡 收盘 小幅 收跌 八成 封基 下挫 基指 开盘 报于 335.27 低开 33...
668,3,体育 球员 教练 沟通 原谅 处罚 本报讯 田欣欣 了解 球员 找到 利民 沟通 利民 年轻 队员 机会 个别 队员 处罚 小孩 想法 质问 标准 要求 优秀 ...
669,5,娱乐 韩碟 手册 悲梦 抽离感 境界 娱乐 金基德 照例 一部 片子 速度 一部 悲梦 金导 抽离 高级别 不顾 观众 观赏 水准 个人艺术 追求 道路 一路 ...
670,4,游戏 灵兽 世界 入门 攻略 灵兽 世界 游戏 跟着 任务 新手村 容易 了解 灵兽 灵兽 合成 技能 能够 选宠 基础 个人 总结 几点 内容 大家 一起 分...
671,0,科技 时尚 超薄 家用 卡片 DC 尼康 S630 套装 尼康 S630 机身 尺寸 96.5 57.5 25.5 mm 重量 g 颜色 多种多样 黑色 宝石 ...
672,1,财经 华夏 现金 增利 基金 上调 申购 业务 限额 全景网 日讯 华夏 基金 公告 旗下 华夏 现金 增利 基金 申购 业务 限额 万元 调整 万元 投资人 ...
673,2,体育 ESPN 老鱼 北京 季后赛 首轮 湖人 黄蜂 比赛 看出 卫冕冠军 有点 出来 舆论 球迷 信任 ESPN 专栏作家 戴夫 信任 撰稿 外界 要求 做到...
674,1,财经 指数 基金 结束 募集 本报讯 据悉 指数 基金 LOF 结束 募集 基金 优秀 投资 标的 独特 LOF 运作 模式 方便 投资者 认可 认购 投资者 ...
675,5,娱乐 阿汤哥 重回 一线 明星 新片 选择 多多 娱乐 北京 北美 美国 媒体 综艺 出演 二战 行动 目标 希特勒 Valkyrie 汤姆 克鲁斯 Tom C...
676,2,体育 个人 犯规 不会 失望 北京 季后赛 第二轮 第四场 湖人 客场 挑战 小牛 湖人 不敌 小牛 遭遇 横扫 糟糕 安德鲁 拉玛尔 双双 恶意 犯规 出场 ...
677,1,财经 基金 公司 力源 液压 定向 增发 证券时报 朱景锋 本报讯 市场 回暖 基金 投资 发行 热情 力源 液压 公布 发行 参与 增发 九家 机构 五家 基...
678,1,财经 基金 减仓 迹象 新快报 吴谭 研究 机构 监测 结果显示 开放式 基金 股票 仓位 结束 连续 上升 减仓 迹象 整体 仓位 变化 幅度 判断 基金 投...
679,4,游戏 魅力 无限 封神 ol 新服 活动 大家 停不住 一位 喜欢 无聊 勤快 玩游戏 手机 网游 封神 ol 忙碌 生活 选择 挂机 升级 玩游戏 上线 享受...
680,5,娱乐 希斯 奖金 问世 澳洲 娱乐 北京 美国 一项 澳洲 明星 希斯 Heath Ledger 命名 奖金 美国 洛杉矶 面世 用于 鼓励 有志 美国 发展 ...
681,3,体育 公牛 vs 老鹰 赛程 出炉 东区 黑马 继续 北京 老鹰 主场 险胜 魔术 总比分 晋级 半决赛 对阵 公牛 NBA 官方 公布 一组 比赛 赛程 安排...
682,4,游戏 世博 时装秀 眼球 一杯 咖啡 牵手 看着 落叶 飘落 静静 享受 花开 欣赏 灿烂 微笑 乐园 愿意 一生 快乐 见证 宛如 情人 世博 漫步 季节 旋...
683,0,科技 电视 M39 M39 数码 两个 颜色 形象 包装 多种 音频 视频 播放 格式 现价 朋友 关注 一下 性能 M39 支持 播放 RM RMVB DAT...
684,3,体育 体育 视频 直播 热火 vs IV 破咒 北京 体育 视频 直播 季后赛 主场 迎战 热火 比赛 双方 总比分 热火 领先 热火 四年 波士顿 过球 上赛...
685,0,科技 高性能 宾得 Kx 白色 限量版 热卖 宾得 K x 像素 成像 能力 自动 对焦 系统 一秒 4.7 张连 s 配备 p 高清 摄像 性能 经销商 搭配...
686,0,科技 mm 广角 防抖 镜头 D LUX4 售价 作者 陈亮 D LUX 松下 LX3 数码相机 接近 外观 上看 D LUX 相比 D LUX 改变 很大 尺...
687,5,娱乐 黑皮 过审 上映 本能 导演 力作 娱乐 中影集团 引进 发行 好莱坞 导演 范霍文 作品 黑皮 电影局 内容 审查 登陆 院线 强势 抢占 贺岁 观影 ...
688,5,娱乐 金荷娜 新片 造型 海报 抄袭 史密斯 夫妇 娱乐 北京 香港媒体 韩星 姜志焕 金荷娜 合作 新片 公务员 宣传 海报 造型 海报 抄袭 史密斯 夫妇 ...
689,1,财经 基金 享受 红色 平均 收益 23.46 证券时报 本报讯 业绩 已见分晓 型基金 一把 净值 市场 上扬 回升 银河 数据 统计 显示 纳入 统计 口径...
690,4,游戏 九州 online 惊爆 第一 诅咒 宝箱 九州 online 资料片 风云 再起 大家 强势 打造 大漠 飞鹰 超强 副本 副本 玩家 机会 赢取 BO...
691,2,体育 大胜 晋级 悲情 告别 北京 卫冕冠军 湖人 客场 击败 黄蜂 总比分 晋级 半决赛 对手 开拓者 小牛 胜者 评价 湖人 淘汰 黄蜂 晋级 第二轮 湖人...
692,5,娱乐 贫民 富翁 瓜分 金球 奥斯卡 斯莱特 好莱坞 外国 协会 金球奖 上温 斯莱特 意外 拿下 女主角 女配角 桂冠 金球奖 耀眼 明星 金球 全胜 举行 ...
693,3,体育 罗斯 客场 大胜 老鹰 公牛 晋级 热火 北京 公牛 客场 击败 老鹰 晋级 决赛 大战 巨头 领衔 热火 公牛 首度 决赛 飞人 乔丹 夺冠 罗斯 拿下...
694,4,游戏 神契 OL 公测 诸神 开启 北京 创娱 年度 倾情 巨献 首款 Q版 魔幻 史诗 巨作 手机 网游 神契 online 开启 公测 神契 大门 开启 充...
695,1,财经 成立 基金 合计 亿元 本报讯 多只 基金 结束 募集 基金 迎来 成立 高潮 天相 投资 统计 基金 结束 募集 宣告成立 合计 规模 亿元 平均 基金...
696,0,科技 光学 变焦镜头 三星 PL70 单机 降至 三星 PL70 外观 延续 简洁 干练 设计 风格 机身 圆润 小巧 起来 方便 三围 95.8 59.5 2...
697,3,体育 vs 雷霆 III 前瞻 兰胖 豪言 主场 生命线 雷霆 主场 战罢 双方 系列赛 打平 回到 主场 孟菲斯 力保 主场 相当于 胜利 一点 季后赛 首轮...
698,0,科技 中端 强机 尼康 D90 套机 促销 售价 尼康 D90 单方 市场 机型 尼康 便宜 具有 自动 马达 超旺 人气 尼康 D90 套机 VR 尼康 包加...
699,5,娱乐 量子 危机 上映 拳头 不秀 爱情 裴军 实习生 曾盼婧 架着 车门 最新款 阿斯顿 马丁 跑车 电影 量子 危机 零点 登陆 深圳 丹尼尔 饰演 子弹 ...
700,5,娱乐 周星驰 好莱坞 意见 评论 龙珠 新报 轶凡 周星驰 监制 周润发 主演 好莱坞 影片 龙珠 进化 亚洲 宣传 活动 影迷 期待 双周 实现 周星驰 缺席...
701,0,科技 光学 变焦镜头 尼康 S230 尼康 S230 轻薄 机身 设计 促销 产品 产品 机壳 配色 时尚 S230 取景 一块 3.0 英寸 像素 触控 显示...
702,0,科技 有效 像素 三星 ST10 套装 作者 李金昊 三星 ST10 一块 英寸 像素 液晶 显示屏 设计 镜头 光学 变焦 潜望 镜头 SD 存储卡 存储介质...
703,5,娱乐 金熊 拜倒 石榴裙 梅兰芳 完败 信息 时报讯 北京 柏林 电影节 落下 帷幕 秘鲁 西班牙 合拍 影片 伤心 奶水 击败 众多 大师 名导 勇夺 金熊奖...
704,1,财经 疲劳 基金 经理 孙延群 摩根 投资 总监 事件 摩根 基金 管理 有限公司 公告 投资 总监 孙延群 先生 健康 原因 治疗 休养 基金 经理 第一例 ...
705,1,财经 基金 第三方 支付 浮出 水面 汇付 静候 审批 见习 静默 基金 第三方 支付 有望 开闸 消息人士 透露 汇付 华夏 基金 民生银行 携手 试点 格局...
706,5,娱乐 林志玲 佛利 武士 好莱坞 男星 搭档 娱乐 电影 佛利 武士 开拍 续集 发行 新力 电影 公司 透露 林志玲 饰演 一角 影片 韩国 济州岛 取景 男...
707,3,体育 加索尔 霍华德 冠军 重新 正名 北京 季后赛 出局 几天 加索尔 接受 告别 采访 显得 沮丧 球队 出局 解脱 出来 季后赛 失利 加索尔 前进 动力...
708,3,体育 斯特恩 考虑 修改 NBA 干扰 规则 采纳 国际 篮联 建议 北京 美联社 NBA 总裁 大卫 斯特恩 接受 采访 考虑 修改 干扰 规则 国际 篮联 ...
709,4,游戏 明珠 幻想 免费 打造 史诗 装备 魔幻 旅程 战场 想要 胜利者 面对 敌怪 消灭 有利 手段 极品 装备 高品质 装备 大家 百战百胜 幻想 隆重推出...
710,5,娱乐 歌手 歌舞片 出演 妓女 娱乐 音乐 电影 Nine 饰演 一名 妓女 一部 芝加哥 导演 劳勃 马歇尔 Rob Marshall 执导 歌舞片 太棒了 ...
711,1,财经 业绩 相差 超过 基金 经理 业绩 分化 刘建强 一位 基金 经理 管理 不同 基金 业绩 相差 类型 基金 业绩 资料 基金 经理 管理 基金 业绩 分...
712,3,体育 Z 脚踝 扭伤 缺席 全队 对抗 训练 斯帅 无需 调整 北京 热火 全队 休整 一天 球馆 恢复 备战 训练 传出 伤病 主力 中锋 Z 一场 比赛 扭...
713,1,财经 基金 仓位 逼近 牛市 水平 长城 证券 阎红 宋邵峰 A股 市场 反弹 基金 整体 股票 仓位 上升 长城 证券 测算 型基金 剔除 基金 加权 平均 ...
714,0,科技 画幅 单反相机 尼康 D700 套机 售价 尼康 D700 机身 D300 蓝本 少许 改动 镁合金 材质 外壳 底盘 反光镜 降低 机身 重量 具有 优...
715,5,娱乐 奥斯卡 提名 刺激 票房 贫民 富翁 暴富 美国 一月 二十二日 第八 十一届 奥斯卡 电影 金像奖 提名 名单 贝弗利 公布 贫民 富翁 对话 尼克松 ...
716,4,游戏 乐园 韩风 春装 震撼 上市 向前走 换上 乐园 新装 挥洒 青春活力 一起 带上 手机 换上 衣裳 一起 寻觅 味道 灵气 乐园 时尚 风格 主题 个人...
717,4,游戏 手机 网游 神域 OL 神秘 洞穴 副本 解析 大家 全国 爱耳日 拿掉 耳朵 耳机 耳朵 放松 一下 健康 关注 无聊 打发 玩玩 神域 具有 浓厚 中...
718,0,科技 光学 变焦 镜头 卡西欧 Z2 卡西欧 Z2 2.3 英寸 CCD 感光 元件 光学 变焦 镜头 最大 F3 .1 5.6 等效 焦距 mm 卡西欧 Z2...
719,1,财经 融通 涉嫌 老鼠 散户 本报讯 赵侠 摩根 基金 经理 唐建 老鼠 处罚 一年 融通 基金 爆出 老鼠 嫌疑 来自 Wind 资讯 统计数据 显示 一位 ...
720,1,财经 银华 和谐 主题 基金 发行 本报讯 获悉 银华 基金 公司 旗下 基金 产品 银华 和谐 主题 灵活 配置 基金 发行 投资者 建行 交行 招行 银行 ...
721,0,科技 有效 像素 索尼 W290 作者 Cetan 索尼 W290 找到 3.0 英寸 像素 视角 液晶屏幕 LCD 增大 索尼 W290 取消 了前 W170...
722,0,科技 光学 变焦镜头 理光 R8 理光 R8 R 设计 复古 风格 机身 金属 面板 塑料 部分 磨砂 处理 三围 尺寸 102.2 26.1 58.3 mm ...
723,1,财经 申万 巴黎 竞争 优势 基金 首次 分红 本报讯 敖晓波 申万 巴黎 基金 宣布 公司 旗下 巴黎 竞争 优势 基金 实施 第一次 分红 基金 份额 金红...
724,5,娱乐 怪人 二十面 相传 金城武 日本 李丽 多年 浸淫 华语 市场 混血儿 金城武 重新 想起 日本 观众 拍摄 文艺片 死神 精确度 遭遇 票房 惨败 有幸...
725,1,财经 基金 普丰 年度 收益分配 份派 0.054 全景网 日讯 鹏华 基金 公告 旗下 基金 年度 收益分配 基金 份额 派现 0.054 共计 金红利 万元...
726,0,科技 支持 光学 变焦 富士 Z33WP 富士 Z33WP 2.3 英寸 有效 像素 CCD 一枚 光学 变焦镜头 等效 焦距 mm 最高 ISO 感光度 双重...
727,0,科技 光学 变焦镜头 富士 J26 富士 J26 外观设计 时尚 mm 超薄 机身 外壳 颜色 喜好 J26 机身 外壳 独特 双层 涂漆 工艺 漂亮 富有 光...
728,5,娱乐 后继有人 剽窃 宣判 华纳公司 娱乐 美国联邦 法院 宣判 华纳 兄弟 公司 影片 后继有人 We Are Marshall 剽窃 艾美奖 获奖 运动 纪...
729,2,体育 最悲 卫冕冠军 湖人 热火 敌后 乔丹 沦陷 北京 湖人 小牛 横扫 郁闷 事情 郁闷 篮圈 世界 看来 湖人 起码 入选 郁闷 卫冕冠军 只够 排上 湖...
730,3,体育 专家 德克 关键球 科蜜 几个 北京 第一场 绝杀 连续 第五次 季后赛 扳平 绝杀 对手 自嘲 关键 先生 ESPN 麦克马洪 火上浇油 撰文 指出 数...
731,1,财经 基金 建仓 首选 蓝筹股 万科 A 受宠 别冶 发自 北京 时钟 表针 艰难 降生 基金 有利 建仓 时机 重仓股 选择 基金 体现 市场 热点 行情 走...
732,1,财经 私募 高呼 投资 A股 超过 深圳 五洲 宾馆 参加 第三届 私募 基金 高峰论坛 五位 顶尖 阳光 私募 掌门人 亮相 私募 论坛 指点 投资 机会 掀...
733,4,游戏 d 赤壁 国战 装备 巡展 d 赤壁 OL 紧张 刺激 诸侯 攻城战 开启 小队 结义 军团 诸侯 激烈 战场 夺得 城市 美人归 雄心 不够 多一点点 ...
734,0,科技 P HDMI 输出 思歌 S40 作者 毛晓曼 思歌 旗下 首款 全高清 PMP 播放器 S40 曝光 产品 支持 P 全高清 解码 播放 支持 HDMI...
735,4,游戏 口袋 精灵 无数 朋友 关注 掌上 宠物 乐园 度过 一周岁 绚丽 口袋 精灵 口袋 精灵 玩家 热情 围绕 欢快 愉悦 宠物 乐园 世界 口袋 元宝 赠...
736,3,体育 热火 传奇 聚首 督战 训练 信心 北京 热火 球馆 训练场 备战 季后赛 第二轮 首次 训练 吸引 了近 百位 采访 希望 赢下 现场 热火 传奇 找到...
737,4,游戏 小奥 农场 第三产业 选择 西南地区 干旱 范围 不断扩大 云南 扩展 四川 贵州 广西 受灾 人数 超过 少见 世纪 大旱 农作物 万公顷 万公顷 良田...
738,5,娱乐 明星 确认 出席 金球奖 埃夫隆 海顿 年轻 娱乐 北京 来自 第六十六 金球奖 一批 明星 确认 出席 晚八点 直播 颁奖典礼 播美 英雄 Heroes...
739,4,游戏 开发者 AppStore 白痴 游戏 下架 Tommy Refenes 游戏 开发者 会议 苹果 App Store 比作 白痴 糟糕 老虎 掌机 惊讶 ...
740,4,游戏 赤壁 OL 结婚 怀孕 能生 宝宝 宝宝 手机 网游 怀疑 out d 赤壁 OL 实现 宝宝 功能 婚姻 恋爱 结婚 怀孕 宝宝 流程 不会 双胞胎 爸...
741,4,游戏 手机 网游 口袋 精灵 一大 回馈 金翎 手机 网络游戏 第一名 口袋 精灵 充值 金币 道具 免费 游戏 W 银币 奖励 浪漫 婚姻 系统 超强 宠物 ...
742,1,财经 基金 投资 总监 掌舵 品种 业绩 抢眼 安仲文 市场 回暖 行情 型基金 业绩 大多 反弹 不同 基金 分化 十分 明显 优秀 基金 反弹 幅度 超过 ...
